1000 5506
50 827 1
51 123 1
51 220 1
51 366 1
51 419 1
51 598 1
51 744 1
51 927 1
52 27 1
52 273 1
52 468 1
52 49 1
52 862 1
53 254 1
53 401 1
53 442 1
53 944 1
54 114 1
54 254 1
54 463 1
54 651 1
54 895 1
54 921 1
55 109 1
55 194 1
55 223 1
55 288 1
55 591 1
55 710 1
55 74 1
55 901 1
56 254 1
56 890 1
56 967 1
56 974 1
57 12 1
57 580 1
57 8 1
57 98 1
58 254 1
58 305 1
58 542 1
58 803 1
58 974 1
59 287 1
59 510 1
59 849 1
60 254 1
60 406 1
60 584 1
60 974 1
60 988 1
61 254 1
61 586 1
61 800 1
62 124 1
62 201 1
62 254 1
62 333 1
62 409 1
62 722 1
62 745 1
63 254 1
63 428 1
63 601 1
63 691 1
63 772 1
64 639 1
64 781 1
64 974 1
65 223 1
65 254 1
65 85 1
66 517 1
66 576 1
66 834 1
67 236 1
67 254 1
67 525 1
67 644 1
68 254 1
68 327 1
68 741 1
68 791 1
69 198 1
69 21 1
69 254 1
69 287 1
69 325 1
69 446 1
69 673 1
69 745 1
69 974 1
70 457 1
70 548 1
70 691 1
70 736 1
70 77 1
70 847 1
70 856 1
71 268 1
71 300 1
71 364 1
71 542 1
71 568 1
71 670 1
72 166 1
72 224 1
72 308 1
72 428 1
72 469 1
73 120 1
73 156 1
73 254 1
73 31 1
73 364 1
73 954 1
74 10 1
74 11 1
74 254 1
74 645 1
74 719 1
74 737 1
75 1 1
75 254 1
75 268 1
75 54 1
75 902 1
75 974 1
76 278 1
76 88 1
76 919 1
77 254 1
77 588 1
77 837 1
77 853 1
77 898 1
78 45 1
78 718 1
78 777 1
78 813 1
79 162 1
79 254 1
79 52 1
79 887 1
79 895 1
80 340 1
81 147 1
81 254 1
82 254 1
82 658 1
82 871 1
82 937 1
82 973 1
83 40 1
83 748 1
83 809 1
83 981 1
84 138 1
84 238 1
84 411 1
84 637 1
84 639 1
85 254 1
85 652 1
85 67 1
85 757 1
86 548 1
86 620 1
86 69 1
86 789 1
86 9 1
87 254 1
87 285 1
87 587 1
87 90 1
88 254 1
88 388 1
88 515 1
88 768 1
89 414 1
89 497 1
89 499 1
89 879 1
90 254 1
90 445 1
90 665 1
90 944 1
91 167 1
91 189 1
91 263 1
91 347 1
91 511 1
91 727 1
91 974 1
92 254 1
92 379 1
92 503 1
92 569 1
92 746 1
93 254 1
93 705 1
93 740 1
93 905 1
94 338 1
94 43 1
94 521 1
94 760 1
94 974 1
95 121 1
95 622 1
95 786 1
95 945 1
95 961 1
96 192 1
96 254 1
96 763 1
96 840 1
97 1 1
97 823 1
98 129 1
98 619 1
98 639 1
98 767 1
98 963 1
98 974 1
99 183 1
99 200 1
99 27 1
99 910 1
99 953 1
100 207 1
100 254 1
100 397 1
100 774 1
100 954 1
101 254 1
101 508 1
101 513 1
101 564 1
101 906 1
102 20 1
102 254 1
102 803 1
102 8 1
103 147 1
103 509 1
103 974 1
104 254 1
104 321 1
104 38 1
104 474 1
104 889 1
105 217 1
105 409 1
105 416 1
105 973 1
106 122 1
106 278 1
106 506 1
106 974 1
107 254 1
107 540 1
107 595 1
107 674 1
108 254 1
108 33 1
108 551 1
108 793 1
108 974 1
109 16 1
109 254 1
109 262 1
109 546 1
109 587 1
109 849 1
110 108 1
110 190 1
110 26 1
110 583 1
110 825 1
110 974 1
111 143 1
111 157 1
111 394 1
111 424 1
111 536 1
111 865 1
111 973 1
111 974 1
112 350 1
112 595 1
112 654 1
112 918 1
112 974 1
113 254 1
113 30 1
113 706 1
113 963 1
114 221 1
114 254 1
114 81 1
114 909 1
115 18 1
115 376 1
115 481 1
115 870 1
115 98 1
116 615 1
116 801 1
116 914 1
116 964 1
117 114 1
117 254 1
117 60 1
117 988 1
118 131 1
118 311 1
118 353 1
118 539 1
118 69 1
118 695 1
119 10 1
119 933 1
119 994 1
120 124 1
120 241 1
120 659 1
120 77 1
120 974 1
120 998 1
121 120 1
121 196 1
121 254 1
121 98 1
121 991 1
122 136 1
122 212 1
122 254 1
122 260 1
122 974 1
123 189 1
123 254 1
123 288 1
123 969 1
123 974 1
124 411 1
124 566 1
124 677 1
125 481 1
125 927 1
125 974 1
126 254 1
126 55 1
126 773 1
126 974 1
126 997 1
127 212 1
127 426 1
127 713 1
128 20 1
128 254 1
128 296 1
128 530 1
128 622 1
128 855 1
128 974 1
129 281 1
129 438 1
129 96 1
129 974 1
130 201 1
130 223 1
130 252 1
130 57 1
130 703 1
130 974 1
131 142 1
131 254 1
131 334 1
131 401 1
131 647 1
131 777 1
131 957 1
132 165 1
132 183 1
132 509 1
132 560 1
132 602 1
132 644 1
132 836 1
132 965 1
133 254 1
133 339 1
133 706 1
134 156 1
134 341 1
134 459 1
134 501 1
134 974 1
135 181 1
135 254 1
136 214 1
136 254 1
136 266 1
136 299 1
136 604 1
136 623 1
136 771 1
137 127 1
137 300 1
137 470 1
137 585 1
137 807 1
138 110 1
138 158 1
138 254 1
138 306 1
138 369 1
138 897 1
138 937 1
139 210 1
139 483 1
139 741 1
139 778 1
139 871 1
140 162 1
140 326 1
140 395 1
140 624 1
140 751 1
140 894 1
140 92 1
141 257 1
141 40 1
141 838 1
141 95 1
141 974 1
142 244 1
142 441 1
142 610 1
142 723 1
142 974 1
143 775 1
143 782 1
143 787 1
143 885 1
143 930 1
144 254 1
144 329 1
144 587 1
144 785 1
145 357 1
145 697 1
145 810 1
145 886 1
145 974 1
146 207 1
146 563 1
146 692 1
146 965 1
146 974 1
146 992 1
147 254 1
147 310 1
147 609 1
147 704 1
147 72 1
147 850 1
148 254 1
148 568 1
148 839 1
149 613 1
149 974 1
150 100 1
150 254 1
150 613 1
150 666 1
150 974 1
151 160 1
151 254 1
151 268 1
151 277 1
151 319 1
151 408 1
151 685 1
151 728 1
151 791 1
151 868 1
152 254 1
152 499 1
152 617 1
152 828 1
153 254 1
153 466 1
153 816 1
153 943 1
154 175 1
154 426 1
154 504 1
154 642 1
154 85 1
154 974 1
155 254 1
155 918 1
155 995 1
156 254 1
156 328 1
156 796 1
157 254 1
157 440 1
157 735 1
158 111 1
158 545 1
158 794 1
158 974 1
159 196 1
159 661 1
159 686 1
160 203 1
160 254 1
160 262 1
160 301 1
160 578 1
160 712 1
160 950 1
160 952 1
160 974 1
161 237 1
161 677 1
161 974 1
162 20 1
162 251 1
162 314 1
162 478 1
162 918 1
162 974 1
163 430 1
163 687 1
163 974 1
163 975 1
164 152 1
164 187 1
164 46 1
164 623 1
165 203 1
165 254 1
165 524 1
165 753 1
165 783 1
166 110 1
166 254 1
166 578 1
166 799 1
166 805 1
166 974 1
167 576 1
167 743 1
167 748 1
167 974 1
168 326 1
168 993 1
168 998 1
169 136 1
169 254 1
169 312 1
169 751 1
169 90 1
170 440 1
170 498 1
170 974 1
171 122 1
171 254 1
171 78 1
171 893 1
171 923 1
172 295 1
172 407 1
172 911 1
173 606 1
173 71 1
174 239 1
174 288 1
174 301 1
174 84 1
175 227 1
175 254 1
175 43 1
175 434 1
175 554 1
176 165 1
176 254 1
176 341 1
176 498 1
176 502 1
176 664 1
176 667 1
177 162 1
177 563 1
178 254 1
178 488 1
179 292 1
179 381 1
179 739 1
179 974 1
180 389 1
180 405 1
180 49 1
180 55 1
181 254 1
181 43 1
181 813 1
181 958 1
182 224 1
182 371 1
182 823 1
182 892 1
182 997 1
183 150 1
183 23 1
183 620 1
183 904 1
183 974 1
184 130 1
184 202 1
184 547 1
184 781 1
184 812 1
184 813 1
185 254 1
185 324 1
185 353 1
185 717 1
186 131 1
186 139 1
186 254 1
186 874 1
186 906 1
187 254 1
187 399 1
187 562 1
187 612 1
187 737 1
187 798 1
188 314 1
188 63 1
188 812 1
188 874 1
189 112 1
189 254 1
189 422 1
189 507 1
190 254 1
190 362 1
190 969 1
190 974 1
191 254 1
191 318 1
191 734 1
191 848 1
191 974 1
192 189 1
192 304 1
192 516 1
192 621 1
192 657 1
192 741 1
193 219 1
193 254 1
193 379 1
193 627 1
193 957 1
194 143 1
194 295 1
194 588 1
194 626 1
195 483 1
195 586 1
195 736 1
195 974 1
196 109 1
196 509 1
196 785 1
196 887 1
196 974 1
196 998 1
197 254 1
197 267 1
197 60 1
197 993 1
198 208 1
198 419 1
198 475 1
198 631 1
198 68 1
199 254 1
199 359 1
199 384 1
199 408 1
199 697 1
200 219 1
200 344 1
200 852 1
200 96 1
201 111 1
201 191 1
201 268 1
201 306 1
201 384 1
201 705 1
201 968 1
201 974 1
202 132 1
202 178 1
202 254 1
202 479 1
202 801 1
203 254 1
203 426 1
203 535 1
203 551 1
203 673 1
203 851 1
203 884 1
204 254 1
204 26 1
204 632 1
204 837 1
205 254 1
205 735 1
205 815 1
205 933 1
206 10 1
206 222 1
206 445 1
206 855 1
206 974 1
207 147 1
207 193 1
207 254 1
207 261 1
207 573 1
207 617 1
207 926 1
207 974 1
208 28 1
208 462 1
208 771 1
208 920 1
209 254 1
209 533 1
209 600 1
209 839 1
209 956 1
210 254 1
210 403 1
210 64 1
211 136 1
211 279 1
211 296 1
211 656 1
211 981 1
212 311 1
212 421 1
213 280 1
213 282 1
213 431 1
213 897 1
213 908 1
213 987 1
214 248 1
214 30 1
214 425 1
214 464 1
215 142 1
215 182 1
215 254 1
215 682 1
216 1000 1
216 224 1
216 604 1
216 821 1
216 839 1
217 293 1
217 428 1
217 731 1
217 876 1
217 95 1
217 974 1
218 184 1
218 241 1
218 254 1
218 406 1
218 906 1
219 105 1
219 254 1
219 399 1
219 423 1
219 561 1
219 575 1
220 118 1
220 131 1
220 824 1
220 9 1
221 216 1
221 458 1
221 670 1
222 235 1
222 352 1
222 442 1
222 551 1
222 622 1
222 923 1
223 166 1
223 561 1
223 659 1
223 666 1
223 960 1
224 194 1
224 254 1
224 408 1
224 445 1
224 652 1
224 974 1
225 254 1
225 317 1
225 491 1
225 753 1
225 974 1
226 254 1
226 543 1
226 574 1
226 690 1
226 957 1
227 166 1
227 455 1
227 832 1
227 838 1
227 974 1
227 993 1
228 557 1
228 631 1
228 735 1
228 941 1
228 974 1
229 30 1
229 411 1
229 746 1
229 844 1
230 246 1
230 368 1
230 619 1
230 707 1
230 727 1
230 971 1
231 166 1
231 254 1
231 551 1
231 69 1
231 756 1
231 966 1
232 100 1
232 254 1
232 341 1
232 556 1
232 842 1
232 974 1
233 117 1
233 243 1
233 629 1
234 375 1
234 524 1
234 561 1
234 974 1
235 218 1
235 701 1
235 891 1
235 942 1
236 587 1
236 721 1
236 740 1
236 871 1
237 20 1
237 515 1
237 567 1
237 958 1
237 974 1
238 101 1
238 486 1
238 52 1
238 799 1
239 118 1
239 254 1
239 616 1
239 629 1
239 634 1
239 771 1
239 839 1
240 254 1
240 607 1
240 760 1
240 798 1
240 82 1
240 974 1
241 198 1
241 254 1
241 525 1
241 69 1
241 9 1
242 255 1
242 267 1
242 578 1
242 745 1
242 931 1
243 254 1
243 42 1
243 805 1
244 254 1
244 307 1
244 328 1
244 520 1
244 600 1
244 619 1
245 162 1
245 254 1
245 527 1
246 225 1
246 254 1
246 477 1
246 629 1
246 896 1
247 556 1
247 826 1
247 974 1
248 249 1
248 546 1
248 94 1
248 974 1
249 258 1
249 446 1
249 545 1
249 601 1
250 422 1
250 459 1
250 961 1
251 15 1
251 254 1
251 491 1
251 705 1
251 805 1
251 929 1
252 240 1
252 487 1
252 796 1
252 86 1
252 974 1
253 102 1
253 254 1
253 285 1
253 323 1
253 610 1
253 625 1
254 10 1
254 103 1
254 105 1
254 106 1
254 110 1
254 111 1
254 112 1
254 115 1
254 116 1
254 118 1
254 119 1
254 120 1
254 12 1
254 124 1
254 125 1
254 127 1
254 129 1
254 130 1
254 13 1
254 132 1
254 134 1
254 137 1
254 139 1
254 140 1
254 14 1
254 141 1
254 142 1
254 143 1
254 145 1
254 146 1
254 149 1
254 15 1
254 154 1
254 158 1
254 159 1
254 161 1
254 162 1
254 163 1
254 164 1
254 167 1
254 168 1
254 170 1
254 172 1
254 173 1
254 174 1
254 177 1
254 179 1
254 180 1
254 182 1
254 183 1
254 184 1
254 188 1
254 19 1
254 192 1
254 194 1
254 195 1
254 196 1
254 198 1
254 200 1
254 201 1
254 206 1
254 208 1
254 21 1
254 211 1
254 213 1
254 214 1
254 216 1
254 217 1
254 220 1
254 22 1
254 222 1
254 223 1
254 227 1
254 228 1
254 229 1
254 230 1
254 23 1
254 233 1
254 234 1
254 235 1
254 236 1
254 237 1
254 238 1
254 242 1
254 247 1
254 248 1
254 249 1
254 250 1
254 252 1
254 255 1
254 257 1
254 258 1
254 26 1
254 269 1
254 270 1
254 271 1
254 272 1
254 273 1
254 274 1
254 276 1
254 278 1
254 282 1
254 283 1
254 284 1
254 285 1
254 286 1
254 288 1
254 291 1
254 297 1
254 298 1
254 299 1
254 302 1
254 304 1
254 306 1
254 308 1
254 309 1
254 3 1
254 31 1
254 311 1
254 316 1
254 317 1
254 32 1
254 321 1
254 326 1
254 328 1
254 33 1
254 333 1
254 334 1
254 336 1
254 34 1
254 341 1
254 342 1
254 345 1
254 347 1
254 348 1
254 349 1
254 35 1
254 352 1
254 353 1
254 355 1
254 357 1
254 358 1
254 360 1
254 361 1
254 363 1
254 366 1
254 367 1
254 37 1
254 372 1
254 373 1
254 374 1
254 376 1
254 38 1
254 381 1
254 382 1
254 383 1
254 385 1
254 388 1
254 389 1
254 390 1
254 39 1
254 393 1
254 395 1
254 397 1
254 399 1
254 400 1
254 401 1
254 406 1
254 408 1
254 410 1
254 411 1
254 414 1
254 416 1
254 417 1
254 421 1
254 423 1
254 425 1
254 43 1
254 431 1
254 433 1
254 434 1
254 435 1
254 436 1
254 441 1
254 442 1
254 443 1
254 444 1
254 448 1
254 450 1
254 45 1
254 451 1
254 452 1
254 453 1
254 456 1
254 457 1
254 458 1
254 464 1
254 467 1
254 470 1
254 471 1
254 478 1
254 479 1
254 480 1
254 48 1
254 481 1
254 482 1
254 483 1
254 488 1
254 490 1
254 49 1
254 491 1
254 492 1
254 493 1
254 495 1
254 50 1
254 504 1
254 505 1
254 507 1
254 51 1
254 512 1
254 513 1
254 515 1
254 516 1
254 517 1
254 520 1
254 52 1
254 526 1
254 532 1
254 533 1
254 535 1
254 536 1
254 537 1
254 541 1
254 544 1
254 545 1
254 548 1
254 549 1
254 550 1
254 55 1
254 551 1
254 554 1
254 561 1
254 564 1
254 565 1
254 566 1
254 570 1
254 57 1
254 576 1
254 577 1
254 578 1
254 582 1
254 583 1
254 584 1
254 585 1
254 586 1
254 587 1
254 588 1
254 590 1
254 59 1
254 591 1
254 592 1
254 593 1
254 594 1
254 596 1
254 597 1
254 599 1
254 603 1
254 604 1
254 608 1
254 6 1
254 613 1
254 614 1
254 615 1
254 616 1
254 618 1
254 621 1
254 623 1
254 630 1
254 632 1
254 633 1
254 635 1
254 636 1
254 640 1
254 64 1
254 642 1
254 643 1
254 644 1
254 645 1
254 647 1
254 650 1
254 653 1
254 654 1
254 655 1
254 656 1
254 657 1
254 66 1
254 663 1
254 664 1
254 665 1
254 666 1
254 667 1
254 669 1
254 671 1
254 672 1
254 676 1
254 678 1
254 684 1
254 686 1
254 687 1
254 688 1
254 689 1
254 692 1
254 695 1
254 696 1
254 698 1
254 699 1
254 700 1
254 70 1
254 702 1
254 703 1
254 704 1
254 706 1
254 707 1
254 709 1
254 7 1
254 71 1
254 711 1
254 712 1
254 714 1
254 715 1
254 716 1
254 720 1
254 72 1
254 722 1
254 724 1
254 729 1
254 731 1
254 732 1
254 734 1
254 741 1
254 742 1
254 745 1
254 746 1
254 749 1
254 750 1
254 752 1
254 755 1
254 756 1
254 758 1
254 760 1
254 76 1
254 762 1
254 768 1
254 769 1
254 774 1
254 778 1
254 780 1
254 78 1
254 781 1
254 782 1
254 783 1
254 784 1
254 785 1
254 786 1
254 787 1
254 789 1
254 791 1
254 794 1
254 798 1
254 800 1
254 80 1
254 801 1
254 802 1
254 804 1
254 805 1
254 807 1
254 808 1
254 8 1
254 811 1
254 815 1
254 818 1
254 819 1
254 823 1
254 825 1
254 829 1
254 830 1
254 83 1
254 831 1
254 832 1
254 833 1
254 834 1
254 835 1
254 836 1
254 838 1
254 84 1
254 841 1
254 842 1
254 845 1
254 846 1
254 848 1
254 849 1
254 852 1
254 855 1
254 858 1
254 859 1
254 860 1
254 86 1
254 863 1
254 865 1
254 868 1
254 872 1
254 873 1
254 874 1
254 875 1
254 876 1
254 880 1
254 884 1
254 885 1
254 886 1
254 888 1
254 889 1
254 890 1
254 89 1
254 891 1
254 893 1
254 894 1
254 896 1
254 898 1
254 900 1
254 902 1
254 903 1
254 905 1
254 906 1
254 907 1
254 908 1
254 9 1
254 910 1
254 91 1
254 911 1
254 913 1
254 916 1
254 918 1
254 919 1
254 920 1
254 921 1
254 922 1
254 925 1
254 927 1
254 928 1
254 929 1
254 931 1
254 932 1
254 936 1
254 938 1
254 939 1
254 940 1
254 94 1
254 941 1
254 942 1
254 943 1
254 944 1
254 949 1
254 950 1
254 95 1
254 951 1
254 955 1
254 956 1
254 957 1
254 958 1
254 960 1
254 961 1
254 962 1
254 965 1
254 967 1
254 969 1
254 970 1
254 97 1
254 971 1
254 973 1
254 976 1
254 98 1
254 981 1
254 985 1
254 986 1
254 987 1
254 988 1
254 989 1
254 99 1
254 991 1
254 992 1
254 993 1
254 995 1
254 996 1
255 327 1
255 419 1
255 635 1
256 254 1
256 454 1
256 469 1
256 470 1
256 615 1
257 625 1
257 923 1
257 930 1
258 121 1
258 139 1
258 419 1
258 44 1
258 57 1
258 723 1
258 974 1
259 254 1
259 282 1
260 123 1
260 254 1
260 292 1
260 87 1
260 894 1
260 947 1
260 948 1
261 254 1
261 408 1
261 839 1
262 128 1
262 252 1
262 254 1
262 467 1
262 773 1
262 974 1
263 254 1
263 290 1
263 42 1
263 832 1
263 883 1
264 247 1
264 254 1
264 312 1
264 428 1
264 49 1
265 130 1
265 754 1
265 900 1
265 950 1
265 976 1
266 199 1
266 254 1
266 56 1
266 597 1
266 748 1
266 874 1
266 974 1
267 158 1
267 16 1
267 254 1
267 274 1
267 496 1
267 505 1
267 867 1
268 254 1
268 269 1
268 385 1
268 702 1
268 779 1
268 861 1
269 187 1
269 339 1
269 434 1
269 816 1
270 110 1
270 743 1
270 952 1
270 991 1
271 391 1
271 423 1
271 429 1
271 548 1
271 666 1
272 435 1
272 601 1
272 629 1
272 847 1
272 917 1
273 387 1
273 5 1
273 545 1
273 705 1
273 974 1
274 36 1
274 681 1
274 972 1
274 974 1
275 254 1
275 267 1
275 701 1
275 974 1
276 104 1
276 109 1
276 332 1
276 636 1
276 974 1
277 125 1
277 254 1
277 325 1
277 587 1
277 807 1
278 149 1
278 207 1
278 23 1
278 782 1
279 140 1
279 254 1
279 609 1
279 957 1
279 974 1
280 254 1
280 517 1
280 569 1
280 974 1
281 131 1
281 166 1
281 254 1
281 297 1
281 541 1
281 550 1
281 662 1
282 120 1
282 128 1
282 148 1
282 427 1
282 576 1
282 70 1
283 384 1
283 486 1
283 868 1
283 980 1
284 568 1
284 689 1
284 920 1
284 943 1
284 953 1
284 974 1
285 171 1
285 331 1
285 422 1
285 435 1
285 496 1
285 827 1
285 964 1
286 160 1
286 373 1
286 397 1
286 543 1
286 974 1
286 981 1
287 219 1
287 254 1
287 293 1
287 909 1
287 974 1
288 111 1
288 122 1
288 456 1
288 727 1
289 201 1
289 254 1
289 442 1
289 560 1
289 630 1
290 17 1
290 181 1
290 254 1
290 723 1
290 904 1
291 140 1
291 163 1
291 593 1
291 974 1
292 120 1
292 160 1
292 254 1
292 348 1
292 761 1
292 935 1
292 974 1
293 254 1
293 283 1
293 380 1
293 433 1
293 44 1
294 144 1
294 254 1
295 153 1
295 218 1
295 254 1
295 339 1
295 715 1
295 802 1
295 920 1
296 254 1
296 388 1
296 553 1
296 705 1
297 416 1
297 62 1
297 878 1
298 117 1
298 179 1
298 378 1
298 518 1
299 38 1
299 576 1
299 606 1
299 899 1
300 193 1
300 254 1
300 556 1
300 672 1
300 974 1
301 254 1
301 281 1
301 290 1
301 502 1
301 67 1
301 964 1
301 993 1
302 133 1
302 195 1
302 462 1
302 913 1
302 974 1
303 254 1
303 579 1
303 769 1
304 141 1
304 19 1
304 317 1
304 438 1
304 581 1
304 974 1
305 254 1
305 275 1
305 592 1
305 974 1
306 209 1
306 270 1
306 511 1
306 646 1
306 947 1
307 176 1
307 254 1
307 49 1
307 934 1
308 249 1
308 319 1
308 565 1
308 722 1
309 211 1
309 580 1
309 731 1
309 909 1
310 254 1
310 268 1
310 589 1
310 932 1
311 155 1
311 219 1
311 258 1
311 542 1
311 857 1
311 972 1
311 994 1
312 111 1
312 254 1
312 300 1
312 534 1
312 681 1
312 958 1
313 21 1
313 254 1
313 377 1
313 394 1
313 656 1
313 971 1
314 254 1
314 319 1
314 389 1
314 809 1
314 866 1
315 179 1
315 205 1
315 254 1
315 290 1
315 426 1
315 463 1
316 117 1
316 13 1
316 400 1
316 684 1
316 899 1
317 203 1
317 300 1
317 418 1
317 601 1
317 822 1
317 922 1
318 254 1
318 711 1
318 713 1
319 159 1
319 190 1
319 254 1
319 453 1
319 577 1
319 59 1
319 974 1
320 254 1
320 336 1
320 39 1
320 394 1
320 417 1
320 60 1
321 207 1
321 211 1
321 319 1
321 686 1
321 697 1
321 790 1
321 954 1
322 254 1
322 280 1
322 398 1
322 422 1
322 508 1
322 912 1
323 254 1
323 699 1
323 740 1
323 74 1
323 861 1
323 967 1
323 974 1
324 254 1
324 365 1
324 405 1
324 568 1
324 782 1
324 817 1
325 105 1
325 184 1
325 254 1
325 519 1
325 631 1
326 21 1
326 333 1
326 48 1
326 511 1
326 718 1
326 81 1
326 828 1
326 91 1
327 146 1
327 254 1
328 289 1
328 562 1
328 590 1
328 880 1
329 254 1
329 580 1
329 647 1
329 816 1
329 964 1
329 971 1
329 974 1
330 254 1
330 749 1
330 806 1
330 83 1
331 106 1
331 15 1
331 254 1
331 440 1
331 675 1
332 254 1
332 500 1
332 68 1
332 819 1
333 178 1
333 439 1
333 468 1
333 555 1
334 201 1
334 277 1
334 284 1
334 951 1
334 971 1
335 107 1
335 254 1
335 473 1
335 990 1
336 203 1
336 635 1
336 974 1
337 254 1
337 599 1
337 706 1
338 254 1
338 54 1
338 628 1
338 644 1
338 721 1
338 912 1
339 254 1
339 392 1
339 406 1
339 565 1
339 928 1
339 999 1
340 171 1
340 254 1
340 706 1
340 767 1
341 175 1
341 529 1
341 797 1
341 91 1
341 917 1
342 154 1
342 246 1
342 501 1
342 83 1
342 966 1
343 239 1
343 254 1
343 571 1
344 254 1
344 456 1
344 465 1
344 89 1
345 18 1
345 402 1
345 853 1
346 254 1
346 391 1
346 393 1
346 558 1
346 670 1
346 85 1
347 216 1
347 579 1
347 649 1
348 186 1
348 305 1
348 751 1
348 957 1
349 221 1
349 527 1
349 774 1
349 974 1
350 254 1
350 291 1
350 386 1
350 624 1
350 761 1
351 254 1
351 495 1
351 568 1
351 812 1
351 974 1
352 588 1
352 607 1
352 615 1
352 616 1
352 761 1
353 112 1
353 435 1
353 603 1
353 699 1
353 795 1
354 254 1
354 606 1
354 795 1
354 942 1
355 494 1
355 495 1
355 510 1
356 254 1
356 547 1
356 672 1
357 292 1
357 547 1
357 575 1
357 889 1
357 940 1
358 289 1
359 254 1
359 468 1
359 694 1
360 228 1
360 329 1
360 390 1
360 444 1
360 573 1
361 116 1
361 275 1
361 580 1
361 878 1
361 974 1
362 254 1
362 792 1
362 974 1
363 295 1
363 452 1
363 744 1
363 955 1
364 254 1
364 259 1
364 541 1
364 994 1
365 176 1
365 254 1
365 9 1
365 916 1
365 961 1
365 974 1
366 229 1
366 262 1
366 472 1
366 552 1
366 838 1
366 974 1
367 259 1
367 396 1
367 412 1
367 455 1
367 497 1
367 507 1
367 729 1
368 254 1
368 388 1
368 391 1
368 571 1
369 21 1
369 254 1
369 400 1
370 254 1
370 302 1
370 826 1
371 143 1
371 254 1
371 321 1
371 412 1
371 788 1
371 974 1
372 102 1
372 974 1
373 385 1
373 56 1
373 731 1
373 982 1
374 37 1
374 746 1
374 932 1
375 204 1
375 254 1
375 654 1
375 843 1
376 153 1
376 251 1
376 443 1
376 640 1
376 861 1
377 254 1
377 745 1
377 827 1
377 974 1
378 254 1
378 304 1
378 905 1
379 254 1
379 4 1
379 766 1
380 227 1
380 254 1
380 661 1
380 708 1
380 748 1
381 115 1
381 132 1
381 44 1
381 454 1
381 78 1
381 789 1
381 974 1
382 122 1
382 530 1
382 916 1
382 942 1
383 301 1
383 460 1
384 151 1
384 246 1
384 254 1
384 322 1
384 550 1
384 658 1
384 739 1
384 741 1
385 197 1
385 649 1
385 765 1
385 914 1
385 919 1
385 945 1
386 254 1
386 623 1
386 823 1
387 254 1
387 380 1
